x,y
0.40329270909983506,1.0082317727495878
5.529703035364629,13.824257588411573
3.2290214416564034,8.072553604141008
4.482578849858214,11.206447124645535
1.6349879884602103,4.087469971150526
0.22268237375867472,0.5567059343966868
8.262202016373235,20.65550504093309
9.18067729809039,22.951693245225975
9.309970218811994,23.274925547029987
1.0506827316101808,2.626706829025452
8.30684881989354,20.76712204973385
9.040116096023578,22.600290240058946
9.372877344881896,23.432193362204742
5.139649717566217,12.84912429391554
7.179848582683758,17.949621456709394
3.850491490292336,9.62622872573084
4.834806979384256,12.087017448460639
4.822087404895998,12.055218512239996
4.245233936675371,10.613084841688426
1.4435195199609718,3.60879879990243
5.025504410428409,12.563761026071024
0.08169704042191306,0.20424260105478265
7.001204139277113,17.50301034819278
0.1869131576891192,0.467282894222798
4.969130141743254,12.422825354358135
3.2351087355936636,8.087771838984159
8.465161442575589,21.162903606438974
2.4092559499900315,6.023139874975079
6.961191710701127,17.402979276752816
7.984868519216477,19.96217129804119
4.531349235523806,11.328373088809515
0.3683323042823894,0.9208307607059735
1.914427275793048,4.78606818948262
1.5581765395014835,3.8954413487537085
0.6894601381735233,1.7236503454338081
7.8005222726293555,19.50130568157339
0.4860323232600927,1.2150808081502318
0.969791021151376,2.4244775528784404
7.370251300516561,18.4256282512914
5.394541999992127,13.486354999980318
2.220311610593261,5.550779026483152
2.8786808598328983,7.196702149582245
0.7591378010823402,1.8978445027058504
5.938223822213895,14.845559555534738
1.8088229275961243,4.522057318990311
8.594443762866826,21.486109407167064
2.3687516568125764,5.921879142031441
3.0670764631146907,7.667691157786727
9.851282930026347,24.628207325065866
4.279014200731387,10.697535501828469
1.5870400160609444,3.967600040152361
7.7088236533141785,19.272059133285445
5.670944282682894,14.177360706707237
0.3187633254914768,0.796908313728692
9.573290567242902,23.933226418107253
0.32545552552978974,0.8136388138244743
8.077780952884108,20.194452382210272
2.2349126278406937,5.587281569601734
3.2352782317253306,8.088195579313327
4.624700863976616,11.561752159941541
4.376103853818881,10.940259634547203
2.4030909698518546,6.007727424629636
5.9143905922787,14.78597648069675
4.178140005449555,10.445350013623889
6.714278856289394,16.785697140723485
5.93591670954809,14.839791773870225
8.554502927320282,21.386257318300707
7.951929728728254,19.879824321820635
4.143612313270074,10.359030783175186
3.5435183812974858,8.858795953243714
5.281414810646291,13.203537026615727
6.397928055345307,15.994820138363268
5.741752462679339,14.354381156698349
1.4690625078827158,3.6726562697067893
6.2929191093764505,15.732297773441125
3.4146530884971913,8.536632721242977
1.7071645079629572,4.267911269907393
4.6054849196720955,11.513712299180238
1.0980615714425135,2.7451539286062836
3.436265704786514,8.590664261966285
5.666216387657118,14.165540969142796
3.055951881335941,7.639879703339853
6.596881189719889,16.492202974299722
8.505297906691803,21.263244766729507
4.9501989960345005,12.375497490086252
7.5965526338419975,18.991381584604994
9.200384981906375,23.000962454765936
7.862350243885609,19.655875609714023
8.346319125546643,20.865797813866607
5.281434184354148,13.20358546088537
2.4207596274006384,6.051899068501596
3.3166884851674414,8.291721212918603
5.593551547669103,13.983878869172756
3.683633069336414,9.209082673341035
7.832841512059376,19.58210378014844
7.646171257660457,19.115428144151142
4.911751338270367,12.279378345675918
5.020661320736709,12.551653301841771
6.0633378009349626,15.158344502337407
6.789627295834175,16.97406823958544
